nct_id,official_title,eligibility_criteria,inclusion_criteria,exclusion_criteria
NCT04686604,PRagmatic Trial Of Messaging to Providers About Treatment of Heart Failure in the Inpatient Setting,"Inclusion Criteria:

* Adults ≥18 years admitted to a hospital within the Yale New Haven Hospital system (either Yale New Haven Hospital, St. Raphael's Campus, Greenwich Hospital, or Bridgeport Hospital).
* Have HFrEF defined as:

  1. NT-pro-BNP \>500 pg/ml within 24 hours of admission
  2. On IV loop diuretic within 24 hours of admission
  3. Left ventricular ejection fraction ≤40% (most recent)

Exclusion Criteria:

* Patients within 48 hours of admission
* Patients in the intensive care unit
* Patients on hospice service
* Patients receiving intravenous milrinone
* Patient on NPO (nothing by mouth) order
* Patients on all evidence based medical therapy for HFrEF (on all 4 classes of evidence based medical therapy: beta-blockers, ACEi/ARB/ARNI, MRA, SGLT2i)
* Opted out of medical record research","[""Adults \"">\""=18 years admitted to a hospital within the Yale New Haven Hospital system (either Yale New Haven Hospital, St. Raphael's Campus, Greenwich Hospital, or Bridgeport Hospital)."", ""Have HFrEF defined as: 1. NT-pro-BNP \"">\""500 pg/ml within 24 hours of admission 2. On IV loop diuretic within 24 hours of admission 3. Left ventricular ejection fraction \""<=\""40% (most recent)""]","[""Patients within 48 hours of admission"", ""Patients in the intensive care unit"", ""Patients on hospice service"", ""Patients receiving intravenous milrinone"", ""Patient on NPO (nothing by mouth) order"", ""Patients on all evidence based medical therapy for HFrEF (on all 4 classes of evidence based medical therapy: beta-blockers, ACEi/ARB/ARNI, MRA, SGLT2i)"", ""Opted out of medical record research""]"
NCT00568165,Value of a Mobile Team of Cardiologist Using Echocardiography for Managing Patients With Acute Heart Failure,"Inclusion Criteria:

* Hospitalized for suspected heart failure
* \> or = 18 years

Exclusion Criteria:

* Refuses to participate","[""Hospitalized for suspected heart failure"", ""> or = 18 years""]","[""Refuses to participate""]"
NCT00551681,"Effects of Left Ventricular Pacing Optimilization on Cardiac Perfusion, Contractile Force, and Clinical Performance in Patients With Ventricular Dysfunction and Heart Failure","Inclusion Criteria:

* Heart failure NYHA III or IV
* QRS duration \>120msec or, when paced \> 200msec on 12-lead ECG
* LBBB on ecg
* LV ejection fraction 35% or less
* LV dyssynchony on echocardiography

Exclusion Criteria:

* Severe (drug refractory) heart failure with short (\<6 months) life expectancy.
* Permanent or persistent atrial fibrillation
* Other indications for cardiac surgery within 6 months
* Life expectancy less than one year due to other conditions
* Major contra-indication for general anaesthesia
* Participation in another study
* Pregnancy or the desire to become pregnant during the follow up of the study.","[""Heart failure NYHA III or IV"", ""QRS duration >120msec or, when paced > 200msec on 12-lead ECG"", ""LBBB on ecg"", ""LV ejection fraction 35% or less"", ""LV dyssynchony on echocardiography""]","[""Severe (drug refractory) heart failure with short (<6 months) life expectancy."", ""Permanent or persistent atrial fibrillation"", ""Other indications for cardiac surgery within 6 months"", ""Life expectancy less than one year due to other conditions"", ""Major contra-indication for general anaesthesia"", ""Participation in another study"", ""Pregnancy or the desire to become pregnant during the follow up of the study.""]"
NCT00475709,"An Observational, Prospective Evaluation of the Trifecta Valve","Inclusion Criteria:

* Requires aortic valve replacement (heart surgery such as bypass is allowed at the same time).
* Legal age.
* Signed informed consent prior to surgery.
* Willing to complete all follow-up requirements.

Exclusion Criteria:

* Pregnant or nursing women.
* Have already had a valve replaced other than the aortic valve.
* Needs another valve replaced.
* Cannot return for required follow-up visits.
* Have active endocarditis.
* Acute preoperative neurological event (such as a stroke).
* Renal dialysis.
* History of substance abuse within one year, or a prison inmate.
* Participating in another study.
* Life expectancy less than two years.","[""Requires aortic valve replacement (heart surgery such as bypass is allowed at the same time)."", ""Legal age."", ""Signed informed consent prior to surgery."", ""Willing to complete all follow-up requirements.""]","[""Pregnant or nursing women."", ""Have already had a valve replaced other than the aortic valve."", ""Needs another valve replaced."", ""Cannot return for required follow-up visits."", ""Have active endocarditis."", ""Acute preoperative neurological event (such as a stroke)."", ""Renal dialysis."", ""History of substance abuse within one year, or a prison inmate."", ""Participating in another study."", ""Life expectancy less than two years.""]"
NCT02831608,"Influenza Vaccination After Myocardial Infarction (IAMI Trial): A Multicenter, Prospective, Randomized Controlled Clinical Trial Based on National Angiography and Angioplasty Registries","Inclusion Criteria:

* Patients with a diagnosis of ST-elevation myocardial infarction (STEMI) or
* Patients with a diagnosis of non-STEMI or
* Patients with stable coronary artery disease ≥75 years of age undergoing angiography/PCI AND with at least one additional risk criterion

and

* A finalized coronary angiography/PCI (optional for sites in Bangladesh).
* Male or female subjects ≥18 years.
* Written informed consent.

Exclusion Criteria:

* Influenza vaccination during the current influenza season or anticipating to be vaccinated during the current influenza season.
* Indication for influenza vaccination for some indication other than myocardial infarction.
* Severe allergy to eggs or previous allergic reaction to influence vaccine.
* Suspicion of febrile illness or acute, ongoing infection.
* Hypersensitivity to the active substances or ingredients of Vaxigrip or against any residues, such as eggs (ovalbumin or chicken proteins), neomycin, formaldehyde and octoxinol.
* Subjects with endogenic or iatrogenic immunosuppression that may result in reduced immunization response.
* Inability to provide informed consent.
* Age below 18 years.
* Previous randomization in the IAMI trial.","[""Patients with a diagnosis of ST-elevation myocardial infarction (STEMI) or"", ""Patients with a diagnosis of non-STEMI or"", ""Patients with stable coronary artery disease \"">=75 years of age undergoing angiography/PCI AND with at least one additional risk criterion"", ""A finalized coronary angiography/PCI (optional for sites in Bangladesh)."", ""Male or female subjects \"">=18 years."", ""Written informed consent.""]","[""Influenza vaccination during the current influenza season or anticipating to be vaccinated during the current influenza season."", ""Indication for influenza vaccination for some indication other than myocardial infarction."", ""Severe allergy to eggs or previous allergic reaction to influence vaccine."", ""Suspicion of febrile illness or acute, ongoing infection."", ""Hypersensitivity to the active substances or ingredients of Vaxigrip or against any residues, such as eggs (ovalbumin or chicken proteins), neomycin, formaldehyde and octoxinol."", ""Subjects with endogenic or iatrogenic immunosuppression that may result in reduced immunization response."", ""Inability to provide informed consent."", ""Age below 18 years."", ""Previous randomization in the IAMI trial.""]"
NCT07284212,A Prospective Multicenter Cohort Study on Surgical Treatment Strategies for Pediatric Mitral Regurgitation,"Inclusion Criteria:

* Age \< 14 years
* No prior mitral valve surgery
* Preoperative echocardiography demonstrating moderate or severe mitral regurgitation

Exclusion Criteria:

* Concomitant cardiac malformations unable to be corrected simultaneously
* Moderate or severe mitral stenosis
* Ischemic mitral regurgitation
* Severe leaflet dysplasia precluding adequate coaptation
* Connective tissue disorders(e.g., Barlow's disease, Marfan syndrome)
* Any type of cardiomyopathy
* Single ventricle physiology or common atrioventricular valve","[""Age < 14 years"", ""No prior mitral valve surgery"", ""Preoperative echocardiography demonstrating moderate or severe mitral regurgitation""]","[""Concomitant cardiac malformations unable to be corrected simultaneously"", ""Moderate or severe mitral stenosis"", ""Ischemic mitral regurgitation"", ""Severe leaflet dysplasia precluding adequate coaptation"", ""Connective tissue disorders(e.g., Barlow's disease, Marfan syndrome)"", ""Any type of cardiomyopathy"", ""Single ventricle physiology or common atrioventricular valve""]"
NCT02666235,A Randomised Controlled Trial of the Effect of Remote Ischaemic Conditioning on Coronary Endothelial Function in Patients with Angina.,"Inclusion Criteria:

1. Age 18 or over
2. Known or suspected coronary artery disease
3. A clinical indication for coronary angiography.

Exclusion Criteria:

1. Myocardial infarction within 2 weeks
2. History of coronary artery bypass surgery
3. Second or third degree atrioventricular block
4. Written informed consent.","[""Age 18 or over"", ""Known or suspected coronary artery disease"", ""A clinical indication for coronary angiography""]","[""Myocardial infarction within 2 weeks"", ""History of coronary artery bypass surgery"", ""Second or third degree atrioventricular block"", ""Written informed consent""]"
NCT03815032,Assessing the Accuracy of the OptoWire DeuxTM in a Wire to Wire Comparison,"Inclusion Criteria:

* Single de novo coronary lesion or in-stent restenosis lesion with an operator assessed reference diameter ≥2.0 mm requiring FFR measurement based on the operator's clinical judgment

Exclusion Criteria:

* Patients with ST-segment-elevation myocardial infarction (STEMI), culprit lesion of non-ST-segment-elevation myocardial infarction (NSTEMI), New York Heart Association class IV heart failure, suspected or visible thrombus, dissection or excessive calcification or tortuosity in the target vessel, or a stenosis in a bypass graft will be excluded.","[""Single de novo coronary lesion or in-stent restenosis lesion with an operator assessed reference diameter \u22652.0 mm requiring FFR measurement based on the operator's clinical judgment""]","[""Patients with ST-segment-elevation myocardial infarction (STEMI), culprit lesion of non-ST-segment-elevation myocardial infarction (NSTEMI), New York Heart Association class IV heart failure, suspected or visible thrombus, dissection or excessive calcification or tortuosity in the target vessel, or a stenosis in a bypass graft will be excluded.""]"
NCT04354610,Prediction of Acute Heart or Kidney Injury With Cardiovascular-renal Biomarkers in Patients Hospitalised for Severe or Critical Covid-19 Infection,"Inclusion Criteria:

* Patients over the age of 18,
* Admission for less than 3 days in the medical service (or in intensive care) for proven serious form of Covid 19 infection (respiratory rate \>30 / min, or desaturation in air ≤ 93%, or PaO2 / FiO2 ≤ 300mmHg)
* OR Admission for less than 2 days in intensive care (or resuscitation intensive care) for critical form of Covid 19 (shock or respiratory failure).
* GFR greater than 30 ml / min / 1.73m2.
* Troponin \<99th percentile.
* Patient affiliated to a social security scheme or beneficiary of such a scheme
* The patient or their representative received complete information on the study and signed and dated the emergency situation informed consent/inclusion form in accordance with article L1122-1-3 of the French Public Health Code (Code de la Santé Publique).

Exclusion Criteria:

Exclusion criterion for patients taking part in clinical research.

* AKI KDIGO grade 1 on the day of visit 1
* Pregnant women, parturient, or nursing mothers
* A person of full age subject to a legal protection measure (guardianship, curatorship, safeguard of justice)
* Person deprived of their liberty by a judicial or administrative decision,
* Person undergoing psychiatric treatment under articles L. 3212-1 and L. 3213-1 of the Public Health Code.","[""Patients over the age of 18"", ""Admission for less than 3 days in the medical service (or in intensive care) for proven serious form of Covid 19 infection (respiratory rate >30 / min, or desaturation in air \""u2264\"" 93%, or PaO2 / FiO2 \"">u2264\"" 300mmHg)"", ""OR Admission for less than 2 days in intensive care (or resuscitation intensive care) for critical form of Covid 19 (shock or respiratory failure)"", ""GFR greater than 30 ml / min / 1.73m2"", ""Troponin \""<\""99th percentile"", ""Patient affiliated to a social security scheme or beneficiary of such a scheme"", ""The patient or their representative received complete information on the study and signed and dated the emergency situation informed consent/inclusion form in accordance with article L1122-1-3 of the French Public Health Code (Code de la Sant\u00e9 Publique).""]","[""AKI KDIGO grade 1 on the day of visit 1"", ""Pregnant women, parturient, or nursing mothers"", ""A person of full age subject to a legal protection measure (guardianship, curatorship, safeguard of justice)"", ""Person deprived of their liberty by a judicial or administrative decision"", ""Person undergoing psychiatric treatment under articles L. 3212-1 and L. 3213-1 of the Public Health Code.""]"
NCT06118489,"Evaluation of the Effects of Different Anesthetic Gases on Hemodynamics, Arterial Oxygenation and Pulmonary Mechanics in Spinal Surgery.","Inclusion Criteria:

* 18-65 years old
* ASA1-2
* Patients planned to undergo spinal surgery

Exclusion Criteria:

* 1 - Lung disease
* BMI 35 and above
* Smokers
* Those under the age of 18 and over the age of 65
* Hepatorenal disease
* Reynaud's disease
* Burger disease
* Hypotensive patient
* Neuromuscular disease
* Those who have had thoracic surgery before
* Those with bad Allen test results","[""18-65 years old"", ""ASA1-2"", ""Patients planned to undergo spinal surgery""]","[""Lung disease"", ""BMI 35 and above"", ""Smokers"", ""Those under the age of 18 and over the age of 65"", ""Hepatorenal disease"", ""Reynaud's disease"", ""Burger disease"", ""Hypotensive patient"", ""Neuromuscular disease"", ""Those who have had thoracic surgery before"", ""Those with bad Allen test results""]"
NCT00132886,"Multi-center, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Effect of Single Oral Tolvaptan Tablets on Hemodynamic Parameters in Subjects With Heart Failure","Inclusion Criteria:

* Diagnosed with Class III or IV heart failure for at least 3 months
* Left ventricular ejection fraction less than or equal to 40%
* Currently being treated for heart failure with standard therapies for at least one month

Exclusion Criteria:

* Women who are pregnant or breastfeeding
* Inability to take oral medications
* Uncontrolled hypertension, bradyarrhythmias or tachyarrhythmias
* Hypertrophic obstructive cardiomyopathy
* Severe obstructive pulmonary disease
* Significant renal impairment
* Significant uncorrected valvular or congenital heart disease","[""Diagnosed with Class III or IV heart failure for at least 3 months"", ""Left ventricular ejection fraction less than or equal to 40%"", ""Currently being treated for heart failure with standard therapies for at least one month""]","[""Women who are pregnant or breastfeeding"", ""Inability to take oral medications"", ""Uncontrolled hypertension, bradyarrhythmias or tachyarrhythmias"", ""Hypertrophic obstructive cardiomyopathy"", ""Severe obstructive pulmonary disease"", ""Significant renal impairment"", ""Significant uncorrected valvular or congenital heart disease""]"
NCT02301689,SchlaHF-XF- Register. Sleep Disordered Breathing in Heart Failure Register,"Inclusion Criteria:

* diagnose chronic heart failure, at least 3 months prior to diagnosis
* Age 18 years
* Signed informed consent

Exclusion Criteria:

* Existing Positive Airway Pressure (PAP) therapy or long-term oxygen therapy
* Lack of capacity to consent
* minors
* persons who are housed on judicial or administrative order in an institution
* pregnant and lactating women","[""diagnose chronic heart failure, at least 3 months prior to diagnosis"", ""Age 18 years"", ""Signed informed consent""]","[""Existing Positive Airway Pressure (PAP) therapy or long-term oxygen therapy"", ""Lack of capacity to consent"", ""minors"", ""persons who are housed on judicial or administrative order in an institution"", ""pregnant and lactating women""]"
NCT06115369,Examining the Impact of Medically Tailored Meals vs Produce Supplements Delivered Conditionally vs Not on Health Engagement and Health Outcomes Among Patients With Heart Failure,"Inclusion Criteria:

* Adults over 18 years age with a recent hospitalization for acute decompensated HF

Exclusion Criteria:

* Baseline hyperkalemia with K \> 5.5 mEq/L or history of hyperkalemia requiring hospitalization for urgent treatment,
* Receipt of a heart transplant or left ventricular assist device,
* Use of inotropic therapy at hospital discharge,
* Discharge to a skilled nursing facility or long-term care facility that provides prepared patient meals, comorbidity with expected survival \< 6 months, and
* Inability to provide an address to receive produce shipments (including unhoused individuals or individuals residing in temporary housing shelters).
* Pregnancy","[""Adults over 18 years age with a recent hospitalization for acute decompensated HF""]","[""Baseline hyperkalemia with K > 5.5 mEq/L or history of hyperkalemia requiring hospitalization for urgent treatment"", ""Receipt of a heart transplant or left ventricular assist device"", ""Use of inotropic therapy at hospital discharge"", ""Discharge to a skilled nursing facility or long-term care facility that provides prepared patient meals, comorbidity with expected survival < 6 months, and"", ""Inability to provide an address to receive produce shipments (including unhoused individuals or individuals residing in temporary housing shelters)"", ""Pregnancy""]"
NCT03759925,Food as Medicine: Providing Medically Appropriate Meals to Patients After Discharge for Congestive Heart Failure Exacerbation,"Inclusion Criteria:

* Adults hospitalized at Zuckerberg San Francisco General Hospital (ZSFG) with acute decompensated heart failure/congestive heart failure exacerbation
* Adults with their primary residence within San Francisco
* Age: \>18 years old
* Languages: English or Spanish
* Housed at a location where they would be able to securely receive, store and reheat food

Exclusion Criteria:

* Patients with severe or critical aortic stenosis.
* Patients with six or more hospital admissions within the last twelve months
* Patients who are being discharged to a living facility that provides meals to residents.
* Patients who anticipate moving from their current housing situation to one that does not meet our inclusion criteria within six months of enrollment.
* Patients who are part of meal provision program that provides more than 7 meals a week to the patient.
* Patients who are unable to feed themselves and do not have adequate support to help them with feeding.
* Patients with limited physical, cognitive, or behavioral abilities that would interfere with their ability to follow-up with a study as determined by their ability to receive the Project Open Hand services and follow up with survey interviews
* Patients with anticipated life expectancy of less than a year.
* Patients who lack capacity to consent to a research study.
* Patients currently requiring dialysis or determined to be in need of dialysis in the next 6 months.
* Patients with severe allergies to eggs, soy, wheat, nuts, seeds, seed oils, pineapple, raisins, or certain vegetables such as onions (allergies are considered on a case-by-case basis in consultation with Project Open Hand).","[""Adults hospitalized at Zuckerberg San Francisco General Hospital (ZSFG) with acute decompensated heart failure/congestive heart failure exacerbation"", ""Adults with their primary residence within San Francisco"", ""Age: >18 years old"", ""Languages: English or Spanish"", ""Housed at a location where they would be able to securely receive, store and reheat food""]","[""Patients with severe or critical aortic stenosis."", ""Patients with six or more hospital admissions within the last twelve months"", ""Patients who are being discharged to a living facility that provides meals to residents."", ""Patients who anticipate moving from their current housing situation to one that does not meet our inclusion criteria within six months of enrollment."", ""Patients who are part of meal provision program that provides more than 7 meals a week to the patient."", ""Patients who are unable to feed themselves and do not have adequate support to help them with feeding."", ""Patients with limited physical, cognitive, or behavioral abilities that would interfere with their ability to follow-up with a study as determined by their ability to receive the Project Open Hand services and follow up with survey interviews"", ""Patients with anticipated life expectancy of less than a year."", ""Patients who lack capacity to consent to a research study."", ""Patients currently requiring dialysis or determined to be in need of dialysis in the next 6 months."", ""Patients with severe allergies to eggs, soy, wheat, nuts, seeds, seed oils, pineapple, raisins, or certain vegetables such as onions (allergies are considered on a case-by-case basis in consultation with Project Open Hand).""]"
NCT00321269,Depression and CHF in Outpatients,"Inclusion Criteria:

* Receiving treatment for NYHA Class 2-4 heart failure.
* Patients of the Iowa City, IA or Columbia, MO Veterans Affairs Medical Center Primary Care or Cardiac Care Clinics.
* Life expectancy greater than 6 months.
* Must speak English.
* Must possess a working telephone.

Exclusion Criteria:

* Presence of major psychiatric illness such as schizophrenia, bipolar disorder and substance abuse (PTSD patients are eligible).
* Life expectancy less than 3 months.
* Planned relocation to a nursing home.
* Marked visual or hearing impairment.","[""Receiving treatment for NYHA Class 2-4 heart failure."", ""Patients of the Iowa City, IA or Columbia, MO Veterans Affairs Medical Center Primary Care or Cardiac Care Clinics."", ""Life expectancy greater than 6 months."", ""Must speak English."", ""Must possess a working telephone.""]","[""Presence of major psychiatric illness such as schizophrenia, bipolar disorder and substance abuse (PTSD patients are eligible)."", ""Life expectancy less than 3 months."", ""Planned relocation to a nursing home."", ""Marked visual or hearing impairment.""]"
NCT06942871,Non-Invasive Lung Water Monitoring Guided by Remote Dielectric Sensing Technology in the Management of Patients With Pulmonary Hypertension,"Inclusion Criteria:

* Age ≥18 and ≤85 years, with no gender restriction;
* Hemodynamic confirmation of PH via right heart catheterization (RHC) (mean pulmonary arterial pressure \[mPAP\] \> 20 mmHg).

Exclusion Criteria:

* Thoracic deformities or injuries precluding proper device fit (e.g., severe scoliosis, flail chest);
* Inability to use the ReDS™ Pro non-invasive lung fluid monitor due to physical characteristics (height \<155 cm or \>190 cm; body mass index \[BMI\] \<22 kg/m² or \>39 kg/m²);
* Prior implantation of a left ventricular assist device or cardiac transplantation;
* Congenital cardiac anomalies or intrathoracic masses affecting right lung anatomy;
* Hemodynamic profiles inconsistent with PH.","[""Age \u226518 and \u226485 years, with no gender restriction"", ""Hemodynamic confirmation of PH via right heart catheterization (RHC) (mean pulmonary arterial pressure [mPAP] > 20 mmHg)""]","[""Thoracic deformities or injuries precluding proper device fit (e.g., severe scoliosis, flail chest)"", ""Inability to use the ReDS\u2122 Pro non-invasive lung fluid monitor due to physical characteristics (height <155 cm or >190 cm; body mass index [BMI] <22 kg/m\u00b2 or >39 kg/m\u00b2)"", ""Prior implantation of a left ventricular assist device or cardiac transplantation"", ""Congenital cardiac anomalies or intrathoracic masses affecting right lung anatomy"", ""Hemodynamic profiles inconsistent with PH""]"
NCT02068040,,"Inclusion Criteria:

* Medically Diagnosed Heart Failure with Ejection Fraction of \>55%
* BMI 27-32
* No Significant HbA1C fluctuations in past 6 months

Exclusion Criteria:

* Smoking or quit smoking less than 1 year prior to enrollment
* Substance Abuse
* Taking Coudmadin or Pradaxa","[""Medically Diagnosed Heart Failure with Ejection Fraction of >55%"", ""BMI 27-32"", ""No Significant HbA1C fluctuations in past 6 months""]","[""Smoking or quit smoking less than 1 year prior to enrollment"", ""Substance Abuse"", ""Taking Coudmadin or Pradaxa""]"
NCT03400553,Time Gain of Pre-hospital Troponin Point of Care Testing in the Diagnosis of an Acute Myocardial Infarction,"Inclusion Criteria:

* Non-traumatic thoracic pain
* Transportation via ambulance or MUG
* Written informed consent form (ICF) has to be obtained from the patient

Exclusion Criteria:

* Age \<18 years","[""Non-traumatic thoracic pain"", ""Transportation via ambulance or MUG"", ""Written informed consent form (ICF) has to be obtained from the patient""]","[""Age <18 years""]"
NCT02322359,"Impact of a Feedback Device, CPRmeter®, on Chest Compression Quality During Extend Cardio-pulmonary Resuscitation. A Manikin Study.","Inclusion Criteria:

* Operational staff of University hospital of Caen pre-hospital unit

Exclusion Criteria:

* medical contraindication
* refusal","[""Operational staff of University hospital of Caen pre-hospital unit""]","[""medical contraindication"", ""refusal""]"
NCT01213784,"Optimized Glycemic Control in Type 2 Diabetics With Heart Failure:""Effect on Left Ventricular Function and Skeletal Muscle""","Inclusion Criteria:

* Ejection fraction =\<45%
* Diabetes
* Hba1c =\>7,5%
* In anticongestive treatment
* NYHA class 2-4

Exclusion Criteria:

* Severe angina (CCS 3-4)
* Hemodynamic significant heart valve disease
* Congenital heart disease
* Pregnancy","[""Ejection fraction =<45%"", ""Diabetes"", ""Hba1c =>7,5%"", ""In anticongestive treatment"", ""NYHA class 2-4""]","[""Severe angina (CCS 3-4)"", ""Hemodynamic significant heart valve disease"", ""Congenital heart disease"", ""Pregnancy""]"
NCT03523286,Real-time Automated Program for IDentification of VT Origin - Pilot Study,"Inclusion Criteria:

* Patients will be eligible for inclusion if they fulfilled VANISH inclusion criteria by having both of:

  1. Prior myocardial infarction (pathological Q waves or imaging evidence of regional myocardial akinesis/thinning in the absence of a non-ischemic cause)38 and
  2. One of the following VT events within the last 6 months while on Amiodarone or another class III or class I antiarrhythmic drug:

A: Sustained monomorphic VT documented on 12-lead ECG or rhythm strip requiring termination by pharmacologic means or DC cardioversion, B: ≥3 episodes of symptomatic VT treated with anti-tachycardia pacing (ATP), C: ≥1 appropriate ICD shocks, D: ≥3 VT episodes within 24 hours, separated by ≥ 5 minutes, E: sustained VT below detection rate of an ICD

Exclusion Criteria:

* Patients will be excluded from the trial if they:

  1. Are unable or unwilling to provide informed consent.
  2. Have active ischemia or another reversible cause of VT (e.g. drug-induced arrhythmia), or had recent acute coronary syndrome requiring revascularization.
  3. Are antiarrhythmic drug-naïve.
  4. Are known to have protruding left ventricular thrombus or mechanical aortic and mitral valves.
  5. Have had a prior catheter ablation procedure for VT.
  6. Are in renal failure (Creatinine clearance \<15 mL/min)
  7. Have NYHA Functional class IV heart failure or CCS Functional class IV angina.
  8. Have had recent ST elevation myocardial infarction (\< 1 month).
  9. Are pregnant or have a systemic illness likely to limit survival to \<1 year.","[""Patients will be eligible for inclusion if they fulfilled VANISH inclusion criteria by having both of: 1. Prior myocardial infarction (pathological Q waves or imaging evidence of regional myocardial akinesis/thinning in the absence of a non-ischemic cause)38 and 2. One of the following VT events within the last 6 months while on Amiodarone or another class III or class I antiarrhythmic drug: A: Sustained monomorphic VT documented on 12-lead ECG or rhythm strip requiring termination by pharmacologic means or DC cardioversion, B: \"">3 episodes of symptomatic VT treated with anti-tachycardia pacing (ATP), C: \"">1 appropriate ICD shocks, D: \"">3 VT episodes within 24 hours, separated by \""> 5 minutes, E: sustained VT below detection rate of an ICD""]","[""Are unable or unwilling to provide informed consent."", ""Have active ischemia or another reversible cause of VT (e.g. drug-induced arrhythmia), or had recent acute coronary syndrome requiring revascularization."", ""Are antiarrhythmic drug-na\u00efve."", ""Are known to have protruding left ventricular thrombus or mechanical aortic and mitral valves."", ""Have had a prior catheter ablation procedure for VT."", ""Are in renal failure (Creatinine clearance <15 mL/min)"", ""Have NYHA Functional class IV heart failure or CCS Functional class IV angina."", ""Have had recent ST elevation myocardial infarction (< 1 month)."", ""Are pregnant or have a systemic illness likely to limit survival to <1 year.""]"
NCT00310947,Impact of Patient-Prosthesis-Mismatch and Aortic Valve Design on Coronary Flow Reserve Following Aortic Valve Replacement,"Inclusion Criteria:

Aortic valve stenosis

Exclusion Criteria:

Coronary artery disease","[""Aortic valve stenosis""]","[""Coronary artery disease""]"
NCT00204217,Monitoring of Intubation and Ventilation During Resuscitation,"Inclusion Criteria:

* Cardiac arrest

Exclusion Criteria:

* \<18 years old trauma pregnancy","[""Cardiac arrest""]","[""<18 years old"", ""trauma"", ""pregnancy""]"
NCT06149104,"A Multicenter, Open-label Study to Collect the Safety Information of Sacubitril/Valsartan in Japanese Pediatric Patients With Heart Failure Due to Systemic Left Ventricle Systolic Dysfunction Who Have Completed CLCZ696B2319E1 Study","Inclusion Criteria:

* Signed informed consent
* \<18 years of age (at the time of signing informed consent)
* Completed CLCZ696B2319E1 study and safely enrolled

Exclusion Criteria:

* Permanently discontinued the study treatment during CLCZ696B2319E1 study
* Renal vascular hypertension (including renal artery stenosis)
* History of angioedema
* Having parents or legal guardians who do not give consent or allow the child to give assent, or inability of patient or the parents/legal guardians to follow instructions or comply with follow-up procedures
* Any medical condition(s) that may put the patient at risk in the Investigator's opinion or that the Investigator deems unsuitable for the study","[""Signed informed consent"", ""<18 years of age (at the time of signing informed consent)"", ""Completed CLCZ696B2319E1 study and safely enrolled""]","[""Permanently discontinued the study treatment during CLCZ696B2319E1 study"", ""Renal vascular hypertension (including renal artery stenosis)"", ""History of angioedema"", ""Having parents or legal guardians who do not give consent or allow the child to give assent, or inability of patient or the parents/legal guardians to follow instructions or comply with follow-up procedures"", ""Any medical condition(s) that may put the patient at risk in the Investigator's opinion or that the Investigator deems unsuitable for the study""]"
NCT03817372,Comparison of Anterior-Posterior Versus Anterior-Lateral Electrode Position in Cardioverting Atrial Fibrillation - A Randomized Clinical Trial,"Inclusion Criteria:

1. Atrial fibrillation (documented on an ECG-12)
2. Able and willing to sign informed consent
3. Age ≥ 18 years
4. Anticoagulation according to guidelines (Patients with atrial fibrillation for \>48 hours will be required to have a documented weekly international normalized ratio (INR) ≥2.0 (including within 48 hours of cardioversion) or treatment with non-vitamin K oral anticoagulant for three weeks or longer. Alternatively, a transoesophageal echocardiogram documenting the absence of intracardiac thrombi is accepted and cardioversion can be performed on treatment with low molecular weight heparin).

Exclusion Criteria:

1. Implanted pacemaker and/or cardioverter defibrillator (ICD)
2. Prior enrollment in the trial
3. Hemodynamically unstable atrial fibrillation
4. Untreated hyperthyroidism
5. Known or suspected pregnancy","[""Atrial fibrillation (documented on an ECG-12)"", ""Able and willing to sign informed consent"", ""Age \"">=\"" 18 years"", ""Anticoagulation according to guidelines (Patients with atrial fibrillation for \"">\""48 hours will be required to have a documented weekly international normalized ratio (INR) \"">=2.0\"" (including within 48 hours of cardioversion) or treatment with non-vitamin K oral anticoagulant for three weeks or longer. Alternatively, a transoesophageal echocardiogram documenting the absence of intracardiac thrombi is accepted and cardioversion can be performed on treatment with low molecular weight heparin).""]","[""Implanted pacemaker and/or cardioverter defibrillator (ICD)"", ""Prior enrollment in the trial"", ""Hemodynamically unstable atrial fibrillation"", ""Untreated hyperthyroidism"", ""Known or suspected pregnancy""]"
NCT05993195,Comparative Analysis of Re-operation Rates of Concorde Bullet Device Versus Conduit Titanium Interbody Graft for Lumbar Fusion,"Inclusion Criteria:

* Patients aged 18 or older with symptomatic degenerative lumbar spondylotic disease, either spondylosis, and/or spondylolisthesis
* who have failed conservative management of at least 6 weeks requiring 1 or 2 level lumbar interbody fusion (either PLIF or TLIF)
* All patients included will be index surgeries (no re-operations).

Exclusion Criteria:

* Patients who improve with consecutive management and do not undergo lumbar fusion surgery
* Surgery performed in the thoracic or cervical spine
* Surgery performed for tumor, infection, or trauma Patients who have an unstable fracture, tumor, and osteoporosis with T score exceeding -2.0","[""Patients aged 18 or older with symptomatic degenerative lumbar spondylotic disease, either spondylosis, and/or spondylolisthesis"", ""who have failed conservative management of at least 6 weeks requiring 1 or 2 level lumbar interbody fusion (either PLIF or TLIF)"", ""All patients included will be index surgeries (no re-operations)""]","[""Patients who improve with consecutive management and do not undergo lumbar fusion surgery"", ""Surgery performed in the thoracic or cervical spine"", ""Surgery performed for tumor, infection, or trauma"", ""Patients who have an unstable fracture, tumor, and osteoporosis with T score exceeding -2.0""]"
