nct_id,official_title,eligibility_criteria,inclusion_criteria,exclusion_criteria
NCT03327649,Neuromodulation of Inflammation to Treat Heart Failure With Preserved Ejection Fraction,"Inclusion Criteria:

* HFpEF, defined as signs and symptoms of heart failure, LV ejection fraction ≥50%, brain natriuretic peptide ≥35pg/mL and echocardiographic evidence of diastolic dysfunction (left atrial volume index ≥34mL/m2, mitral E-wave velocity/mitral annular velocity ratio \[E/e'\]≥13 and e'\<9cm/s) plus 2 of the following 4 comorbidities:

  * age ≥ 65,
  * diabetes,
  * hypertension and
  * obesity, defined as body mass index ≥30kg/m2

Exclusion Criteria:

* LV ejection fraction \<40%
* significant valvular disorder (i.e., prosthetic valve or hemodynamically significant valvular diseases)
* recent (\<6 months) stroke, myocardial infarction or hospitalization for heart failure
* severe heart failure (class III or IV)
* end stage kidney disease
* recurrent vasovagal syncope
* history of vagotomy
* pregnancy
* sick sinus syndrome and 2nd or 3rd degree AV block (without a pacemaker).","[""HFpEF, defined as signs and symptoms of heart failure, LV ejection fraction \u226550%, brain natriuretic peptide \u226535pg/mL and echocardiographic evidence of diastolic dysfunction (left atrial volume index \u226534mL/m2, mitral E-wave velocity/mitral annular velocity ratio [E/e']\u226513 and e'<9cm/s) plus 2 of the following 4 comorbidities: age \u2265 65, diabetes, hypertension and obesity, defined as body mass index \u226530kg/m2""]","[""LV ejection fraction <40%"", ""significant valvular disorder (i.e., prosthetic valve or hemodynamically significant valvular diseases)"", ""recent (<6 months) stroke, myocardial infarction or hospitalization for heart failure"", ""severe heart failure (class III or IV)"", ""end stage kidney disease"", ""recurrent vasovagal syncope"", ""history of vagotomy"", ""pregnancy"", ""sick sinus syndrome and 2nd or 3rd degree AV block (without a pacemaker)""]"
NCT03470155,Operative Mitralklappenrekonstruktion Bei Funktionellen Mitralklappenvitien Bei Reduzierter Systolischer Ventrikelfunktion,"Inclusion Criteria:

* functional mitral valve insufficiency with reduced mobility of leaflets during systole (type IIIb) - effective regurgitation orifice area \> 20 mm2 / regurgitant volume \> 30 ml/beat
* left ventricular ejection fraction \<= 50% and /or left ventricular end-diastolic diameter \>= 60 mm
* tenting of the proximal and / or anterior mitral leaflets

Exclusion Criteria:

* prolaps of leaflets (type II mitral regurgitation)
* combination intervention with aortic valve repair or replacement
* re-operation at mitral valve","[""functional mitral valve insufficiency with reduced mobility of leaflets during systole (type IIIb) - effective regurgitation orifice area > 20 mm2 / regurgitant volume > 30 ml/beat"", ""left ventricular ejection fraction <= 50% and /or left ventricular end-diastolic diameter >= 60 mm"", ""tenting of the proximal and / or anterior mitral leaflets""]","[""prolaps of leaflets (type II mitral regurgitation)"", ""combination intervention with aortic valve repair or replacement"", ""re-operation at mitral valve""]"
NCT01428934,Improving Intermediate Risk Management. MARK Study,"Inclusion Criteria:

* Population aged 35 to 74 which have an intermediate cardiovascular risk.

Exclusion Criteria:

* Terminal illness or institutionalization at the appointment time
* Personal history of atherosclerotic disease","[""Population aged 35 to 74 which have an intermediate cardiovascular risk.""]","[""Terminal illness or institutionalization at the appointment time"", ""Personal history of atherosclerotic disease""]"
NCT02549664,"Exercise in Genetic Cardiovascular Conditions (Lifestyle and Exercise in Hypertrophic Cardiomyopathy ""LIVE-HCM""/Lifestyle and Exercise in the Long QT Syndrome ""LIVE-LQTS""","Inclusion Criteria:

* Individuals with Hypertrophic Cardiomyopathy or Long QT Syndrome

Exclusion Criteria:

* Individuals with Hypertrophic Cardiomyopathy with systolic or diastolic heart failure which precludes vigorous exercise will not be enrolled (NYHA III/IV)","[""Individuals with Hypertrophic Cardiomyopathy or Long QT Syndrome""]","[""Individuals with Hypertrophic Cardiomyopathy with systolic or diastolic heart failure which precludes vigorous exercise will not be enrolled (NYHA III/IV)""]"
NCT01166347,"A Prospective, Randomized, Controlled, Un-blinded, Multi-Center Clinical Trial to Evaluate the HeartWare™ Ventricular Assist System (VAS) for Destination Therapy of Advanced Heart Failure","Inclusion Criteria:

1. Must be ≥18 years of age at consent
2. Body Surface Area (BSA) ≥ 1.2 m2
3. Patients with advanced heart failure symptoms (New York Heart Association (NYHA) Class IIIB or IV) who are: (patient must meet one of the following) 3a. On optimal medical management, including dietary salt restriction and diuretics, for at least 45 out of the last 60 days and are failing to respond; or 3b. In NYHA Class III or NYHA Class IV heart failure for at least 14 days, and dependent on intra aortic balloon pump (IABP) for 7 days and/or inotropes for at least 14 days
4. Left ventricular ejection fraction ≤ 25%
5. LVAD implant is intended as destination therapy
6. Must be able to receive either the HeartWare® VAS or control LVAD
7. Female patients of childbearing potential must agree to use adequate contraceptive precautions for the duration of the study.
8. The patient or legally authorized representative has signed the informed consent form

Exclusion Criteria:

1. Body Mass Index (BMI) \> 40
2. Existence of any ongoing mechanical circulatory support (MCS) other than an intra-aortic balloon pump (IABP)
3. Prior cardiac transplant.
4. History of confirmed, untreated abdominal or thoracic aortic aneurysm \> 5 cm.
5. Cardiothoracic surgery within 30 days of randomization.
6. Acute myocardial infarction within 14 days of implant
7. Patients eligible for cardiac transplantation
8. On ventilator support for \> 72 hours within the four days immediately prior to randomization and implant.
9. Pulmonary embolus within three weeks of randomization
10. Symptomatic cerebrovascular disease, stroke within 180 days of randomization or \> 80% stenosis of carotid or cranial vessels.
11. Uncorrected moderate to severe aortic insufficiency. Correction may include repair or bioprosthesis at the time of implant.
12. Severe right ventricular failure as defined by the anticipated need for right ventricular assist device (RVAD) support or extracorporeal membrane oxygenation (ECMO) or right atrial pressure \> 20 mmHg on multiple inotropes, right ventricular ejection fraction (RVEF) \<15% or clinical signs
13. Active, uncontrolled infection diagnosed by a combination of clinical symptoms and laboratory testing.
14. Uncorrected thrombocytopenia or generalized coagulopathy (e.g., platelet count \< 75,000, INR \> 2.0 or PTT \> 2.5 times control in the absence of anticoagulation therapy).
15. Intolerance to anticoagulant or antiplatelet therapies or any other peri- or postoperative therapy that the investigator may administer based upon the patient's health status.
16. Serum creatinine \> 3.0 mg/dL within 72 hours of randomization or requiring dialysis (does not include use of ultra-filtration for fluid removal).
17. Specific liver enzymes \[AST (SGOT) and ALT (SGPT)\] \> 3 times upper limit of normal within 72 hours of randomization.
18. A total bilirubin \> 3 mg/dl within 72 hours of randomization, or biopsy proven liver cirrhosis or portal hypertension.
19. Pulmonary vascular resistance (PVR) is demonstrated to be unresponsive to pharmacological manipulation and the PVR \> 6 Wood units.
20. Patients with a mechanical heart valve .
21. Etiology of heart failure is due to, or associated with, uncorrected thyroid disease, obstructive cardiomyopathy, pericardial disease, amyloidosis, active myocarditis or restrictive cardiomyopathy
22. History of severe Chronic Obstructive Pulmonary Disease (COPD) or severe restrictive lung disease
23. Participation in any other study involving investigational drugs or devices
24. Severe illness, other than heart disease, which would limit survival to \< 3 years
25. Peripheral vascular disease with rest pain or ischemic ulcers of the extremities
26. Pregnancy
27. Patient unwilling or unable to comply with study requirements
28. Technical obstacles, which pose an inordinately high surgical risk, in the judgment of the investigator","[""Must be \"">=18 years of age at consent"", ""Body Surface Area (BSA) >= 1.2 m2"", ""Patients with advanced heart failure symptoms (New York Heart Association (NYHA) Class IIIB or IV) who are: (patient must meet one of the following) 3a. On optimal medical management, including dietary salt restriction and diuretics, for at least 45 out of the last 60 days and are failing to respond; or 3b. In NYHA Class III or NYHA Class IV heart failure for at least 14 days, and dependent on intra aortic balloon pump (IABP) for 7 days and/or inotropes for at least 14 days"", ""Left ventricular ejection fraction <= 25%"", ""LVAD implant is intended as destination therapy"", ""Must be able to receive either the HeartWare\nVAS or control LVAD"", ""Female patients of childbearing potential must agree to use adequate contraceptive precautions for the duration of the study."", ""The patient or legally authorized representative has signed the informed consent form""]","[""Body Mass Index (BMI) > 40"", ""Existence of any ongoing mechanical circulatory support (MCS) other than an intra-aortic balloon pump (IABP)"", ""Prior cardiac transplant."", ""History of confirmed, untreated abdominal or thoracic aortic aneurysm > 5 cm."", ""Cardiothoracic surgery within 30 days of randomization."", ""Acute myocardial infarction within 14 days of implant"", ""Patients eligible for cardiac transplantation"", ""On ventilator support for > 72 hours within the four days immediately prior to randomization and implant."", ""Pulmonary embolus within three weeks of randomization"", ""Symptomatic cerebrovascular disease, stroke within 180 days of randomization or > 80% stenosis of carotid or cranial vessels."", ""Uncorrected moderate to severe aortic insufficiency. Correction may include repair or bioprosthesis at the time of implant."", ""Severe right ventricular failure as defined by the anticipated need for right ventricular assist device (RVAD) support or extracorporeal membrane oxygenation (ECMO) or right atrial pressure > 20 mmHg on multiple inotropes, right ventricular ejection fraction (RVEF) <15% or clinical signs"", ""Active, uncontrolled infection diagnosed by a combination of clinical symptoms and laboratory testing."", ""Uncorrected thrombocytopenia or generalized coagulopathy (e.g., platelet count < 75,000, INR > 2.0 or PTT > 2.5 times control in the absence of anticoagulation therapy)."", ""Intolerance to anticoagulant or antiplatelet therapies or any other peri- or postoperative therapy that the investigator may administer based upon the patient's health status."", ""Serum creatinine > 3.0 mg/dL within 72 hours of randomization or requiring dialysis (does not include use of ultra-filtration for fluid removal)."", ""Specific liver enzymes [AST (SGOT) and ALT (SGPT)] > 3 times upper limit of normal within 72 hours of randomization."", ""A total bilirubin > 3 mg/dl within 72 hours of randomization, or biopsy proven liver cirrhosis or portal hypertension."", ""Pulmonary vascular resistance (PVR) is demonstrated to be unresponsive to pharmacological manipulation and the PVR > 6 Wood units."", ""Patients with a mechanical heart valve ."", ""Etiology of heart failure is due to, or associated with, uncorrected thyroid disease, obstructive cardiomyopathy, pericardial disease, amyloidosis, active myocarditis or restrictive cardiomyopathy"", ""History of severe Chronic Obstructive Pulmonary Disease (COPD) or severe restrictive lung disease"", ""Participation in any other study involving investigational drugs or devices"", ""Severe illness, other than heart disease, which would limit survival to < 3 years"", ""Peripheral vascular disease with rest pain or ischemic ulcers of the extremities"", ""Pregnancy"", ""Patient unwilling or unable to comply with study requirements"", ""Technical obstacles, which pose an inordinately high surgical risk, in the judgment of the investigator""]"
NCT03994835,2000 HIV Human Functional Genomics Partnership Program,"Inclusion Criteria:

* HIV-infected,
* aged ≥18 years,
* on cART ≥6 months with an HIV-RNA load \<200 copies/mL, \*Apart from the above-mentioned subjects, elite controllers that are not on cART, are also eligible.

Exclusion Criteria:

* No informed consent
* Insufficient communication because of language or other problems
* Active hepatitis B/C or signs of acute infections
* Pregnancy","[""HIV-infected"", ""aged \"", \""18 years"", ""on cART \"", \""6 months with an HIV-RNA load <200 copies/mL"", ""elite controllers that are not on cART, are also eligible""]","[""No informed consent"", ""Insufficient communication because of language or other problems"", ""Active hepatitis B/C or signs of acute infections"", ""Pregnancy""]"
NCT02070315,Quantitative Evaluation of Liver Disease With Liver and Kidney Elastography Using the Supersonic Imagine Aixplorer ShearWaveTM Elastography Ultrasound Machine,"Inclusion Criteria:

* Males and Females over the age of 18
* Patients of Liver Consultant's of Texas Dallas office, with chronic liver disease or liver transplant patient seen in Liver Transplant Clinic
* Patients diagnosed with heart failure

Exclusion Criteria:

\- Any person unable to provide an informed consent","[""Males and Females over the age of 18"", ""Patients of Liver Consultant's of Texas Dallas office, with chronic liver disease or liver transplant patient seen in Liver Transplant Clinic"", ""Patients diagnosed with heart failure""]","[""Any person unable to provide an informed consent""]"
NCT06312436,The Effectiveness of Resuscitative Endovascular Balloon Occlusion of the Aorta (REBOA) for Trauma Patients With Uncontrolled Haemorrhage: Study Protocol for a Target Trial and Its Emulation,"Inclusion criteria:

* aged, or believed to be aged, 16 years or above
* confirmed or suspected life-threatening torso or lower body trauma
* thought to benefit from trauma resuscitation with REBOA

Exclusion criteria:

* penetrating chest trauma
* known or suspected pregnancy at presentation
* prehospital thoracotomy
* severe burns injuries.","[""aged, or believed to be aged, 16 years or above"", ""confirmed or suspected life-threatening torso or lower body trauma"", ""thought to benefit from trauma resuscitation with REBOA""]","[""penetrating chest trauma"", ""known or suspected pregnancy at presentation"", ""prehospital thoracotomy"", ""severe burns injuries""]"
NCT01109134,Prospective Randomized Controlled Clinical Study to Compare Tirofiban Intracoronary Bolus-Only vs Intravenous Bolus Plus Infusion in Patients With ST Elevation Myocardial Infarction Undergoing Primary Percutaneous Coronary Intervention,"Inclusion Criteria:

* Typical ongoing ischemic chest pain for longer than 30 minutes
* ST segment elevation of 0,1 mV or greater in at least two contiguous leads or a new left bundle branch block on the initial ECG.

Exclusion Criteria:

* Cardiogenic shock and / or clinical instability
* previous STEMI
* Malignant life threatening diseases
* Presence of an additional lesion causing more than 50% narrowing distal to the culprit lesion
* Contraindications to aspirin, clopidogrel, or heparin
* inability to give informed consent.","[""Typical ongoing ischemic chest pain for longer than 30 minutes"", ""ST segment elevation of 0,1 mV or greater in at least two contiguous leads or a new left bundle branch block on the initial ECG.""]","[""Cardiogenic shock and / or clinical instability"", ""previous STEMI"", ""Malignant life threatening diseases"", ""Presence of an additional lesion causing more than 50% narrowing distal to the culprit lesion"", ""Contraindications to aspirin, clopidogrel, or heparin"", ""inability to give informed consent.""]"
NCT03888716,"A Phase Ia/Ib, Multiple-site Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of KL1333 After a Single and Multiple Ascending Oral Doses in Healthy Subjects and Patients With Primary Mitochondrial Disease","Inclusion Criteria (selected):

Healthy subjects and patients with mitochondrial disease must satisfy all of the following criteria at the Screening visit unless otherwise stated:

1. Females will not be pregnant or lactating, and females of childbearing potential and males will agree to use contraception.
2. Able to comprehend and willing to sign an ICF and to abide by the study restrictions.
3. Able to perform all protocol-specified assessments and comply with the study visit schedule.

   Additional inclusion criteria for healthy subjects:
4. Males or females, of any race, between 18 and 65 years of age, inclusive.
5. Weight ≥50 kg and body mass index between 18.0 and 32.0 kg/m2, inclusive.
6. In good health, determined by no clinically significant findings from medical history, physical examination, 12 lead ECG, vital signs measurements, and clinical laboratory evaluations (congenital nonhaemolytic hyperbilirubinemia \[eg, Gilbert's syndrome\] is not acceptable) at Screening and Check in as assessed by the Investigator.

   Additional inclusion criteria for patients with mitochondrial disease:
7. Males or females, of any race, between 18 and 75 years of age, inclusive.
8. Body mass index between 15.0 and 32.0 kg/m2, inclusive.
9. Any mitochondrial disease that has been genetically confirmed.
10. Clinically stable, apart from symptoms associated with the diagnosis of mitochondrial disease, as determined by medical history, physical examination, 12 lead ECG, vital signs measurements, and clinical laboratory evaluations at Screening and Check-in as assessed by the Investigator.

Exclusion Criteria (selected):

Healthy subjects and patients with mitochondrial disease will be excluded from the study if they satisfy any of the following criteria at the Screening visit unless otherwise stated:

1. History of significant hypersensitivity, intolerance, or allergy to any drug compound, food, or other substance, including KL1333 or its excipients, unless approved by the Investigator.
2. History of gastroesophageal reflux disease, gastric erosions, peptic ulcer disease, or gastrointestinal bleeding episodes.
3. History of stomach or intestinal surgery or resection that would potentially alter absorption and/or excretion of orally administered drugs including cholecystectomy (uncomplicated appendectomy and hernia repair will be allowed).
4. History of malignancy of any organ system other than localised basal cell carcinoma of the skin, treated or untreated, within 5 years prior to Screening, regardless of whether there is evidence of local recurrence or metastases.
5. History of clinically significant illness (except for mitochondrial disease in the patients in Part C) or surgery within 4 weeks prior to Screening, as determined by the Investigator.
6. History of alcoholism or drug/chemical abuse within 2 years prior to Screening.
7. Alcohol consumption of \>28 units per week for males and \>21 units per week for females. One unit of alcohol equals ½ pint (285 mL) of beer or lager, 1 glass (125 mL) of wine, or 1/6 gill (25 mL) of spirits.
8. Positive alcohol breath test result or positive urine drug screen (confirmed by repeat) at Screening or Check in.
9. Positive hepatitis panel and/or positive human immunodeficiency virus test

Additional exclusion criteria for patients with mitochondrial disease:

1. Use of idebenone or medications (prescription or nonprescription) that have effects on metabolism or unknown binding sites (eg, vitamin E, co-enzyme 10, arginine) within 35 days or 5 half-lives, whichever is longer, prior to the first dose.
2. Use of prescription drugs within 14 days prior to dosing, with the exception of established therapy for mitochondrial disease and the treatment of associated disorders that has been stable for at least 7 days prior to the first dose, as approved by the Medical Monitor and Investigator, in consultation with the Sponsor.
3. Uncontrolled diabetes mellitus, as determined by the Investigator. Creatinine clearance \<45 mL/min as calculated by the Cockcroft-Gault equation","[""Females will not be pregnant or lactating, and females of childbearing potential and males will agree to use contraception."", ""Able to comprehend and willing to sign an ICF and to abide by the study restrictions."", ""Able to perform all protocol-specified assessments and comply with the study visit schedule."", ""Males or females, of any race, between 18 and 65 years of age, inclusive (for healthy subjects)."", ""Weight \b\b50 kg and body mass index between 18.0 and 32.0 kg/m2, inclusive (for healthy subjects)."", ""In good health, determined by no clinically significant findings from medical history, physical examination, 12 lead ECG, vital signs measurements, and clinical laboratory evaluations (congenital nonhaemolytic hyperbilirubinemia [eg, Gilbert's syndrome] is not acceptable) at Screening and Check in as assessed by the Investigator (for healthy subjects)."", ""Males or females, of any race, between 18 and 75 years of age, inclusive (for patients with mitochondrial disease)."", ""Body mass index between 15.0 and 32.0 kg/m2, inclusive (for patients with mitochondrial disease)."", ""Any mitochondrial disease that has been genetically confirmed (for patients with mitochondrial disease)."", ""Clinically stable, apart from symptoms associated with the diagnosis of mitochondrial disease, as determined by medical history, physical examination, 12 lead ECG, vital signs measurements, and clinical laboratory evaluations at Screening and Check-in as assessed by the Investigator (for patients with mitochondrial disease).""]","[""History of significant hypersensitivity, intolerance, or allergy to any drug compound, food, or other substance, including KL1333 or its excipients, unless approved by the Investigator."", ""History of gastroesophageal reflux disease, gastric erosions, peptic ulcer disease, or gastrointestinal bleeding episodes."", ""History of stomach or intestinal surgery or resection that would potentially alter absorption and/or excretion of orally administered drugs including cholecystectomy (uncomplicated appendectomy and hernia repair will be allowed)."", ""History of malignancy of any organ system other than localised basal cell carcinoma of the skin, treated or untreated, within 5 years prior to Screening, regardless of whether there is evidence of local recurrence or metastases."", ""History of clinically significant illness (except for mitochondrial disease in the patients in Part C) or surgery within 4 weeks prior to Screening, as determined by the Investigator."", ""History of alcoholism or drug/chemical abuse within 2 years prior to Screening."", ""Alcohol consumption of >28 units per week for males and >21 units per week for females. One unit of alcohol equals \b\b pint (285 mL) of beer or lager, 1 glass (125 mL) of wine, or 1/6 gill (25 mL) of spirits."", ""Positive alcohol breath test result or positive urine drug screen (confirmed by repeat) at Screening or Check in."", ""Positive hepatitis panel and/or positive human immunodeficiency virus test."", ""Use of idebenone or medications (prescription or nonprescription) that have effects on metabolism or unknown binding sites (eg, vitamin E, co-enzyme 10, arginine) within 35 days or 5 half-lives, whichever is longer, prior to the first dose (for patients with mitochondrial disease)."", ""Use of prescription drugs within 14 days prior to dosing, with the exception of established therapy for mitochondrial disease and the treatment of associated disorders that has been stable for at least 7 days prior to the first dose, as approved by the Medical Monitor and Investigator, in consultation with the Sponsor (for patients with mitochondrial disease)."", ""Uncontrolled diabetes mellitus, as determined by the Investigator (for patients with mitochondrial disease)."", ""Creatinine clearance <45 mL/min as calculated by the Cockcroft-Gault equation (for patients with mitochondrial disease).""]"
NCT01165047,"An Open Label, Non-Randomized Pilot Study to Evaluate the Safety and Performance of the GeNO Nitrosyl Delivery System in Subjects Being Evaluated for Orthotopic Heart Transplantation (OHT), or Left Ventricular Assist Device (LVAD) Implantation","Inclusion Criteria:

* An Institutional Review board (IRB) approved informed consent is signed, dated and timed prior to any study-related activities.
* Male or female \> 18 years of age.
* Being evaluated for OHT or LVAD implantation and scheduled to undergo right heart catheterization to assess pulmonary vasoreactivity.
* Have a confirmed diagnosis of heart failure, (NYHA Class III or IV)
* Participant has the ability to understand the requirements of the study and a willingness to comply with all study procedures.
* Females of childbearing potential with a negative urine pregnancy test, or a documented surgical sterilization, or is post-menopausal prior to administration of investigational product. Females of childbearing potential must be practicing adequate birth control to be eligible. It is the Investigator's responsibility to determine whether the Participant has adequate birth control for study participation.
* Confirmed pulmonary arterial hypertension at time of RHC:

  * PAPm \> 25mmHg at rest and PVR \> 3 Wood units

Exclusion Criteria:

* Be receiving an investigational drug, have in place an investigational device, or have participated in an investigational drug study within the past 30 days.
* Have had an atrial septostomy.
* Have anemia (hemoglobin \<10 g/dL), active infection or any other ongoing condition that would interfere with the interpretation of study assessments.
* Have any serious or life-threatening disease other than conditions (e.g. malignancy requiring aggressive chemotherapy, etc.).
* Have unstable psychiatric status or be mentally incapable of understanding the objectives, nature or consequences of the trial, or any condition, which in the investigator's opinion would constitute an unacceptable risk to the participant's safety.
* Participant is pregnant or lactating","[""An Institutional Review board (IRB) approved informed consent is signed, dated and timed prior to any study-related activities."", ""Male or female > 18 years of age."", ""Being evaluated for OHT or LVAD implantation and scheduled to undergo right heart catheterization to assess pulmonary vasoreactivity."", ""Have a confirmed diagnosis of heart failure, (NYHA Class III or IV)"", ""Participant has the ability to understand the requirements of the study and a willingness to comply with all study procedures."", ""Females of childbearing potential with a negative urine pregnancy test, or a documented surgical sterilization, or is post-menopausal prior to administration of investigational product. Females of childbearing potential must be practicing adequate birth control to be eligible. It is the Investigator's responsibility to determine whether the Participant has adequate birth control for study participation."", ""Confirmed pulmonary arterial hypertension at time of RHC: PAPm > 25mmHg at rest and PVR > 3 Wood units""]","[""Be receiving an investigational drug, have in place an investigational device, or have participated in an investigational drug study within the past 30 days."", ""Have had an atrial septostomy."", ""Have anemia (hemoglobin <10 g/dL), active infection or any other ongoing condition that would interfere with the interpretation of study assessments."", ""Have any serious or life-threatening disease other than conditions (e.g. malignancy requiring aggressive chemotherapy, etc.)."", ""Have unstable psychiatric status or be mentally incapable of understanding the objectives, nature or consequences of the trial, or any condition, which in the investigator's opinion would constitute an unacceptable risk to the participant's safety."", ""Participant is pregnant or lactating""]"
NCT00175058,Acute Myocardial Infarction With HyperOxemic Therapy II,"INCLUSION CRITERIA

Candidates for this study must meet ALL of the following criteria:

Pre-PCI:

1. Patient must be \>= 18 years of age
2. AMI must be anterior
3. Patient is experiencing clinical symptoms consistent with anterior AMI of \< 6 hour duration from time of symptom onset until admission to the emergency room
4. Complete medical history, history of AMI, previous coronary interventions, list of medications given within last 24 hours
5. 12-lead qualifying ECG criteria: Anterior infarction (ST-segment elevation \> 1 mm in two or more contiguous leads between V1 and V4 or new left bundle branch block (LBBB) with documentation of LAD system culprit lesion)
6. Patient provides written, Informed Consent
7. Patient and his/her physician agree to all required follow-up procedures and visits
8. Women of childbearing potential who have a negative pregnancy test (applies to female patients only)

   ANGIOGRAPHIC INCLUSION CRITERIA: These are evaluated after the subject has provided signed Informed Consent but prior to randomization:
9. Based on coronary anatomy, PCI is indicated for culprit lesion with anticipated use of an Intra-Coronary Stent
10. TIMI 0, I, or II flow is present on the initial angiographic injection of the infarct-related artery
11. Successful angioplasty as documented by \< 50% diameter residual angiographic stenosis within and associated with the culprit lesion and ³ TIMI II flow and no major complications such as perforation or shock
12. Documented time of reperfusion is \< 6 hours from the documented time of symptom onset

    EXCLUSION CRITERIA

    Candidates will be excluded from this study if ANY of the following conditions apply:

    Pre-PCI:
13. Patients with ventricular pseudoaneurysm, VSD, or papillary muscle rupture.
14. Absolute contraindications to anticoagulant therapy, including hemorrhagic diathesis or thrombocytopenia
15. Systemic Arterial pO2 is \< 80 mmHg with supplemental oxygen
16. Placement of an intra-aortic balloon pump (IABP)
17. Patient has had coronary bypass surgery during the 30 day period preceding PCI
18. Severe known cardiac valvular stenosis or insufficiency, pericardial disease, or non-ischemic cardiomyopathy
19. Patients requiring cardiopulmonary resuscitation for \> 10 minutes
20. Cardiogenic shock (SBP \< 80 mm Hg for more than 30 minutes unresponsive to fluids or requiring intravenous pressors or placement of an IABP)
21. Expected survival of less than 6 months due to non-cardiac condition
22. Current participation in other investigational device or drug trials that have not finished the primary efficacy endpoint follow-up parameters
23. Patient has had a hemorrhagic stroke during the 6 month period preceding PCI
24. Physician discretion regarding unacceptability for enrollment

    ANGIOGRAPHIC EXCLUSION CRITERIA: These are evaluated after the subject has provided signed Informed Consent but prior to randomization:
25. Any proximal coronary diameter stenosis \> 40 % that would restrict native flow with the Tracker-38 infusion catheter in place
26. Infarct-related vessels that are either saphenous vein grafts and/or small second order coronary vessels that do not supply significant areas of myocardium
27. Presence of a non-stented coronary dissection upon completion of the PCI procedure
28. Unprotected left main diameter stenosis \> 60%
29. Severe target vessel calcification or tortuosity
30. Multi - vessel disease that in the judgment of the investigator is best treated with emergent or urgent CABG or additional PCI within 30 days
31. In the investigator's opinion, the target vessel is unsuitable for either placing the infusion catheter or treatment with PCI","[""Patient must be >= 18 years of age"", ""AMI must be anterior"", ""Patient is experiencing clinical symptoms consistent with anterior AMI of < 6 hour duration from time of symptom onset until admission to the emergency room"", ""Complete medical history, history of AMI, previous coronary interventions, list of medications given within last 24 hours"", ""12-lead qualifying ECG criteria: Anterior infarction (ST-segment elevation > 1 mm in two or more contiguous leads between V1 and V4 or new left bundle branch block (LBBB) with documentation of LAD system culprit lesion)"", ""Patient provides written, Informed Consent"", ""Patient and his/her physician agree to all required follow-up procedures and visits"", ""Women of childbearing potential who have a negative pregnancy test (applies to female patients only)"", ""Based on coronary anatomy, PCI is indicated for culprit lesion with anticipated use of an Intra-Coronary Stent"", ""TIMI 0, I, or II flow is present on the initial angiographic injection of the infarct-related artery"", ""Successful angioplasty as documented by < 50% diameter residual angiographic stenosis within and associated with the culprit lesion and \n>= TIMI II flow and no major complications such as perforation or shock"", ""Documented time of reperfusion is < 6 hours from the documented time of symptom onset""]","[""Patients with ventricular pseudoaneurysm, VSD, or papillary muscle rupture."", ""Absolute contraindications to anticoagulant therapy, including hemorrhagic diathesis or thrombocytopenia"", ""Systemic Arterial pO2 is < 80 mmHg with supplemental oxygen"", ""Placement of an intra-aortic balloon pump (IABP)"", ""Patient has had coronary bypass surgery during the 30 day period preceding PCI"", ""Severe known cardiac valvular stenosis or insufficiency, pericardial disease, or non-ischemic cardiomyopathy"", ""Patients requiring cardiopulmonary resuscitation for > 10 minutes"", ""Cardiogenic shock (SBP < 80 mm Hg for more than 30 minutes unresponsive to fluids or requiring intravenous pressors or placement of an IABP)"", ""Expected survival of less than 6 months due to non-cardiac condition"", ""Current participation in other investigational device or drug trials that have not finished the primary efficacy endpoint follow-up parameters"", ""Patient has had a hemorrhagic stroke during the 6 month period preceding PCI"", ""Physician discretion regarding unacceptability for enrollment"", ""Any proximal coronary diameter stenosis > 40 % that would restrict native flow with the Tracker-38 infusion catheter in place"", ""Infarct-related vessels that are either saphenous vein grafts and/or small second order coronary vessels that do not supply significant areas of myocardium"", ""Presence of a non-stented coronary dissection upon completion of the PCI procedure"", ""Unprotected left main diameter stenosis > 60%"", ""Severe target vessel calcification or tortuosity"", ""Multi - vessel disease that in the judgment of the investigator is best treated with emergent or urgent CABG or additional PCI within 30 days"", ""In the investigator's opinion, the target vessel is unsuitable for either placing the infusion catheter or treatment with PCI""]"
